trade_id,ticker,count,yes_price,no_price,taker_side,created_time
24e30183-a2a6-7b45-ae5c-a533bfe82588,KXBTC15M-25DEC181115-15,1,6,94,yes,2025-12-18T16:13:39.183767Z
50711cea-5458-6742-4d42-3878afa9b0f9,KXBTC15M-25DEC181115-15,1,6,94,no,2025-12-18T16:13:36.244296Z
ecb92f47-da56-6aef-cbb2-390d1e7ed12c,KXBTC15M-25DEC181115-15,1,7,93,no,2025-12-18T16:13:35.443342Z
128ea288-c393-66ff-cbaa-968f32e64647,KXBTC15M-25DEC181115-15,1,7,93,yes,2025-12-18T16:13:35.208526Z
cc68e83c-e7f3-5b42-fdf1-b6217bb026f3,KXBTC15M-25DEC181115-15,1,6,94,yes,2025-12-18T16:13:33.147157Z
99bd63bf-81f1-5f28-c187-0876b8b53091,KXBTC15M-25DEC181115-15,1,6,94,yes,2025-12-18T16:13:33.147157Z
42f5c191-661c-593d-da92-954d28ce1322,KXBTC15M-25DEC181115-15,1,7,93,yes,2025-12-18T16:13:33.147157Z
26743689-764a-5d30-c5b2-ea872b337081,KXBTC15M-25DEC181115-15,1,7,93,yes,2025-12-18T16:13:33.147157Z
21f1ae81-1281-6e07-ad37-733b26f9b1be,KXBTC15M-25DEC181115-15,1,16,84,yes,2025-12-18T16:13:31.018943Z
94dcd24b-ed30-7a61-090f-2d823fa51072,KXBTC15M-25DEC181115-15,1,8,92,no,2025-12-18T16:13:30.908753Z
28767a8c-714d-481b-2e96-a430eec3af26,KXBTC15M-25DEC181115-15,1,16,84,yes,2025-12-18T16:13:30.85756Z
5e07719c-d590-5805-5cb7-523300c4b9da,KXBTC15M-25DEC181115-15,1,8,92,no,2025-12-18T16:13:30.797928Z
9eec2d6e-f855-43fb-2265-286c5db1114a,KXBTC15M-25DEC181115-15,1,16,84,yes,2025-12-18T16:13:30.691698Z
b7b6c389-79d0-480d-fc83-acad1165e68e,KXBTC15M-25DEC181115-15,1,8,92,no,2025-12-18T16:13:30.631108Z
3bed5713-681d-4f23-4b46-6f73fd881bd6,KXBTC15M-25DEC181115-15,1,16,84,yes,2025-12-18T16:13:30.575052Z
50aad87e-a179-45eb-8231-ddf98d9d06ea,KXBTC15M-25DEC181115-15,1,16,84,yes,2025-12-18T16:13:30.520223Z
178a8095-ce30-7141-7e04-de6db9ec33d2,KXBTC15M-25DEC181115-15,1,8,92,no,2025-12-18T16:13:30.423565Z
6c605c26-c73d-7a57-6cc8-1ee439efc7be,KXBTC15M-25DEC181115-15,1,16,84,yes,2025-12-18T16:13:30.314638Z
29f14c7f-2528-6c4d-7654-4f6687b54b16,KXBTC15M-25DEC181115-15,1,8,92,no,2025-12-18T16:13:30.251457Z
0e87ddb2-efd5-70a4-6946-126509c3652c,KXBTC15M-25DEC181115-15,9,21,79,yes,2025-12-18T16:13:19.045169Z
066098fd-aadd-7dd5-4352-d24123d63c7a,KXBTC15M-25DEC181115-15,20,14,86,yes,2025-12-18T16:13:19.045169Z
